SOC_Q,TC_Q,Grind,Temp ,Sieve,ID,Site,Procedure,Replicate,RepID,Time,pct_sand,pct_silt,pct_clay,pct_coarse,pct_rock,pct_plant,pct_N,pct_TC ,pct_SIC ,pct_SOC,Fizz ,C_conc
PT,EA,Roller Table,60,8+2,I_P6_1,I,P6,1,I1,4,31.66,45.67,22.67,0.08,0,0.08,0.15,1.51,0,1.51,N,low
PT,EA,Roller Table,60,8+2,I_P6_2,I,P6,2,I2,4.3,31.66,45.67,22.67,0.2,0,0.2,0.14,1.4,0,1.4,N,low
PT,EA,Roller Table,60,8+2,I_P6_3,I,P6,3,I3,4.33,31.66,45.67,22.67,0.11,0.06,0.05,0.14,1.43,0,1.43,N,low
PT,EA,Roller Table,60,8+2,I_P6_4,I,P6,4,I4,4.32,31.66,45.67,22.67,0.28,0.08,0.19,0.13,1.37,0,1.37,N,low
PT,EA,Roller Table,60,8+2,I_P6_5,I,P6,5,I5,4.32,31.66,45.67,22.67,0.06,0,0.06,0.13,1.37,0,1.37,N,low
PT,EA,Roller Table,60,8+2,J_P6_1,J,P6,1,J1,7.71,5.12,59.04,35.84,0.12,0.07,0.05,0.27,3.06,0,3.06,N,high
PT,EA,Roller Table,60,8+2,J_P6_2,J,P6,2,J2,5.46,5.12,59.04,35.84,0.3,0.23,0.06,0.3,3.4,0,3.4,N,high
PT,EA,Roller Table,60,8+2,J_P6_3,J,P6,3,J3,7.79,5.12,59.04,35.84,0.06,0.03,0.03,0.28,3.15,0,3.15,N,high
PT,EA,Roller Table,60,8+2,J_P6_4,J,P6,4,J4,8.02,5.12,59.04,35.84,0.03,0,0.03,0.3,3.16,0,3.16,N,high
PT,EA,Roller Table,60,8+2,J_P6_5,J,P6,5,J5,6.38,5.12,59.04,35.84,0.03,0,0.03,0.27,3.08,0,3.08,N,high
PT,EA,Roller Table,60,8+2,K_P6_1,K,P6,1,K1,3.99,46.02,31.44,22.54,0.46,0.4,0.06,0.2,2.25,0.12,2.13,P,high
PT,EA,Roller Table,60,8+2,K_P6_2,K,P6,2,K2,3.66,46.02,31.44,22.54,0.66,0.62,0.03,0.2,2.45,0.24,2.21,P,high
PT,EA,Roller Table,60,8+2,K_P6_3,K,P6,3,K3,3.94,46.02,31.44,22.54,3.39,3.38,0,0.21,2.45,0.18,2.27,P,high
PT,EA,Roller Table,60,8+2,K_P6_4,K,P6,4,K4,3.94,46.02,31.44,22.54,0.78,0.72,0.06,0.2,2.11,0.23,1.88,P,high
PT,EA,Roller Table,60,8+2,K_P6_5,K,P6,5,K5,3.66,46.02,31.44,22.54,0.62,0.56,0.06,0.22,2.54,0.19,2.35,P,high
PT,EA,Roller Table,60,8+2,L_P6_1,L,P6,1,L1,5.39,47.49,29.58,22.93,1.35,1.34,0.01,0.25,3.61,0.55,3.06,P,high
PT,EA,Roller Table,60,8+2,L_P6_2,L,P6,2,L2,4.78,47.49,29.58,22.93,0.52,0.47,0.04,0.21,3.09,0.59,2.5,P,high
PT,EA,Roller Table,60,8+2,L_P6_3,L,P6,3,L3,3.7,47.49,29.58,22.93,0.85,0.71,0.14,0.22,3.07,0.5,2.57,P,high
PT,EA,Roller Table,60,8+2,L_P6_4,L,P6,4,L4,3.98,47.49,29.58,22.93,0.72,0.71,0.01,0.2,2.8,0.5,2.3,P,high
PT,EA,Roller Table,60,8+2,L_P6_5,L,P6,5,L5,4.53,47.49,29.58,22.93,1.71,1.67,0.04,0.25,3.51,0.56,2.95,P,high
PT,EA,Roller Table,Air Dried,8+2,A_P7_1,A,P7,1,A1,6.45,30.33,35.91,33.76,1.37,1.21,0.16,0.34,4.49,0.68,3.81,P,high
PT,EA,Roller Table,Air Dried,8+2,A_P7_2,A,P7,2,A2,7.87,30.33,35.91,33.76,0.99,0.82,0.17,0.31,3.96,0.68,3.28,P,high
PT,EA,Roller Table,Air Dried,8+2,A_P7_3,A,P7,3,A3,7.84,30.33,35.91,33.76,1.68,1.49,0.19,0.29,3.98,0.73,3.25,P,high
PT,EA,Roller Table,Air Dried,8+2,A_P7_4,A,P7,4,A4,7.38,30.33,35.91,33.76,1.65,1.4,0.25,0.28,3.73,0.75,2.98,P,high
PT,EA,Roller Table,Air Dried,8+2,A_P7_5,A,P7,5,A5,6.14,30.33,35.91,33.76,1.05,0.73,0.32,0.31,4.25,0.83,3.42,P,high
PT,EA,Roller Table,Air Dried,8+2,B_P7_1,B,P7,1,B1,13.37,19.59,45.1,35.31,0.56,0.16,0.4,0.26,3.19,0.61,2.58,P,high
PT,EA,Roller Table,Air Dried,8+2,B_P7_2,B,P7,2,B2,10.69,19.59,45.1,35.31,1,0.69,0.31,0.22,2.49,0.66,1.83,P,high
PT,EA,Roller Table,Air Dried,8+2,B_P7_3,B,P7,3,B3,10.74,19.59,45.1,35.31,0.42,0.13,0.29,0.26,3.17,0.57,2.6,P,high
PT,EA,Roller Table,Air Dried,8+2,B_P7_4,B,P7,4,B4,7.46,19.59,45.1,35.31,1.03,0.56,0.47,0.21,2.55,0.7,1.85,P,high
PT,EA,Roller Table,Air Dried,8+2,B_P7_5,B,P7,5,B5,10.89,19.59,45.1,35.31,0.26,0,0.26,0.22,2.91,0.62,2.29,P,high
PT,EA,Roller Table,Air Dried,8+2,C_P7_1,C,P7,1,C1,9.64,47.71,26.57,25.72,4.43,4.02,0.41,0.18,1.32,0,1.32, N,low
PT,EA,Roller Table,Air Dried,8+2,C_P7_2,C,P7,2,C2,8.4,47.71,26.57,25.72,5.09,4.89,0.2,0.15,1.44,0,1.44, N,low
PT,EA,Roller Table,Air Dried,8+2,C_P7_3,C,P7,3,C3,6.85,47.71,26.57,25.72,3.89,3.59,0.3,0.14,1.3,0,1.3, N,low
PT,EA,Roller Table,Air Dried,8+2,C_P7_4,C,P7,4,C4,8.69,47.71,26.57,25.72,7.33,6.91,0.43,0.14,1.29,0,1.29, N,low
PT,EA,Roller Table,Air Dried,8+2,C_P7_5,C,P7,5,C5,11.22,47.71,26.57,25.72,4.42,4.22,0.2,0.13,1.16,0,1.16, N,low
PT,EA,Roller Table,Air Dried,8+2,D_P7_1,D,P7,1,D1,3.73,43.91,27.91,28.18,0.09,0.04,0.05,0.11,1.66,0.94,0.72,P,low
PT,EA,Roller Table,Air Dried,8+2,D_P7_2,D,P7,2,D2,3.75,43.91,27.91,28.18,0.19,0.12,0.07,0.09,1.49,0.91,0.59,P,low
PT,EA,Roller Table,Air Dried,8+2,D_P7_3,D,P7,3,D3,3.98,43.91,27.91,28.18,0.06,0.04,0.02,0.1,1.66,0.87,0.79,P,low
PT,EA,Roller Table,Air Dried,8+2,D_P7_4,D,P7,4,D4,4.29,43.91,27.91,28.18,0.17,0.14,0.04,0.1,1.66,0.92,0.74,P,low
PT,EA,Roller Table,Air Dried,8+2,D_P7_5,D,P7,5,D5,3.92,43.91,27.91,28.18,0.32,0.29,0.03,0.11,1.69,0.88,0.81,P,low
PT,EA,Roller Table,Air Dried,8+2,E_P7_1,E,P7,1,E1,5.89,23.8,65.96,10.24,1,0.68,0.32,0.13,1.04,0,1.04, N,low
PT,EA,Roller Table,Air Dried,8+2,E_P7_2,E,P7,2,E2,3.97,23.8,65.96,10.24,0.39,0.02,0.37,0.12,1.17,0,1.17, N,low
PT,EA,Roller Table,Air Dried,8+2,E_P7_3,E,P7,3,E3,5.08,23.8,65.96,10.24,0.18,0,0.18,0.11,1.01,0,1.01, N,low
PT,EA,Roller Table,Air Dried,8+2,E_P7_4,E,P7,4,E4,4.6,23.8,65.96,10.24,0.14,0,0.14,0.12,1.08,0,1.08, N,low
PT,EA,Roller Table,Air Dried,8+2,E_P7_5,E,P7,5,E5,6.51,23.8,65.96,10.24,0.24,0,0.24,0.11,1.09,0,1.09, N,low
PT,EA,Roller Table,Air Dried,8+2,F_P7_1,F,P7,1,F1,5.01,40.54,41.69,17.77,6.87,6.77,0.1,0.13,1.03,0,1.03, N,low
PT,EA,Roller Table,Air Dried,8+2,F_P7_2,F,P7,2,F2,6.61,40.54,41.69,17.77,3.76,3.57,0.19,0.12,1.09,0,1.09, N,low
PT,EA,Roller Table,Air Dried,8+2,F_P7_3,F,P7,3,F3,6.8,40.54,41.69,17.77,3.37,3.18,0.19,0.12,1.03,0,1.03, N,low
PT,EA,Roller Table,Air Dried,8+2,F_P7_4,F,P7,4,F4,5.61,40.54,41.69,17.77,3.8,3.69,0.11,0.12,1.05,0,1.05, N,low
PT,EA,Roller Table,Air Dried,8+2,F_P7_5,F,P7,5,F5,5.38,40.54,41.69,17.77,3.44,3.27,0.16,0.1,0.91,0,0.91, N,low
PT,EA,Roller Table,Air Dried,8+2,G_P7_1,G,P7,1,G1,8,54.26,16.54,29.2,1.45,1.06,0.39,0.12,1.04,0,1.04, N,low
PT,EA,Roller Table,Air Dried,8+2,G_P7_2,G,P7,2,G2,7.38,54.26,16.54,29.2,1.35,1.03,0.32,0.12,1.26,0,1.26, N,low
PT,EA,Roller Table,Air Dried,8+2,G_P7_3,G,P7,3,G3,7.23,54.26,16.54,29.2,1.27,0.77,0.5,0.14,1.4,0,1.4, N,low
PT,EA,Roller Table,Air Dried,8+2,G_P7_4,G,P7,4,G4,5.64,54.26,16.54,29.2,1.11,0.79,0.32,0.14,1.46,0,1.46, N,low
PT,EA,Roller Table,Air Dried,8+2,G_P7_5,G,P7,5,G5,7.97,54.26,16.54,29.2,0.97,0.6,0.37,0.15,1.6,0,1.6, N,low
PT,EA,Roller Table,Air Dried,8+2,H_P7_1,H,P7,1,H1,12.77,25.45,54.51,20.04,9.88,9.01,0.88,0.25,7.07,4.5,2.57,P,high
PT,EA,Roller Table,Air Dried,8+2,H_P7_2,H,P7,2,H2,13.33,25.45,54.51,20.04,13.51,12.58,0.93,0.24,6.86,5.24,1.62,P,high
PT,EA,Roller Table,Air Dried,8+2,H_P7_3,H,P7,3,H3,11.06,25.45,54.51,20.04,13.6,12.63,0.96,0.24,7.2,5.07,2.13,P,high
PT,EA,Roller Table,Air Dried,8+2,H_P7_4,H,P7,4,H4,11.84,25.45,54.51,20.04,14.8,13.69,1.1,0.25,7.03,4.82,2.21,P,high
PT,EA,Roller Table,Air Dried,8+2,H_P7_5,H,P7,5,H5,13.08,25.45,54.51,20.04,13.26,12.19,1.07,0.23,7.17,4.86,2.31,P,high
PT,EA,Roller Table,Air Dried,8+2,I_P7_1,I,P7,1,I1,4,31.66,45.67,22.67,0.08,0,0.08,0.15,1.49,0,1.49,N,low
PT,EA,Roller Table,Air Dried,8+2,I_P7_2,I,P7,2,I2,4.3,31.66,45.67,22.67,0.2,0,0.2,0.14,1.45,0,1.45,N,low
PT,EA,Roller Table,Air Dried,8+2,I_P7_3,I,P7,3,I3,4.33,31.66,45.67,22.67,0.11,0.06,0.05,0.14,1.37,0,1.37,N,low
PT,EA,Roller Table,Air Dried,8+2,I_P7_4,I,P7,4,I4,4.32,31.66,45.67,22.67,0.28,0.08,0.19,0.14,1.43,0,1.43,N,low
PT,EA,Roller Table,Air Dried,8+2,I_P7_5,I,P7,5,I5,4.32,31.66,45.67,22.67,0.06,0,0.06,0.14,1.42,0,1.42,N,low
PT,EA,Roller Table,Air Dried,8+2,J_P7_1,J,P7,1,J1,7.71,5.12,59.04,35.84,0.12,0.07,0.05,0.26,3.01,0,3.01,N,high
PT,EA,Roller Table,Air Dried,8+2,J_P7_2,J,P7,2,J2,5.46,5.12,59.04,35.84,0.3,0.23,0.06,0.3,3.33,0,3.33,N,high
PT,EA,Roller Table,Air Dried,8+2,J_P7_3,J,P7,3,J3,7.79,5.12,59.04,35.84,0.06,0.03,0.03,0.3,3.08,0,3.08,N,high
PT,EA,Roller Table,Air Dried,8+2,J_P7_4,J,P7,4,J4,8.02,5.12,59.04,35.84,0.03,0,0.03,0.29,3.19,0,3.19,N,high
PT,EA,Roller Table,Air Dried,8+2,J_P7_5,J,P7,5,J5,6.38,5.12,59.04,35.84,0.03,0,0.03,0.25,2.93,0,2.93,N,high
PT,EA,Roller Table,Air Dried,8+2,K_P7_1,K,P7,1,K1,3.99,46.02,31.44,22.54,0.46,0.4,0.06,0.21,2.37,0.17,2.2,P,high
PT,EA,Roller Table,Air Dried,8+2,K_P7_2,K,P7,2,K2,3.66,46.02,31.44,22.54,0.66,0.62,0.03,0.19,2.24,0.1,2.14,P,high
PT,EA,Roller Table,Air Dried,8+2,K_P7_3,K,P7,3,K3,3.94,46.02,31.44,22.54,3.39,3.38,0,0.2,2.24,0.14,2.1,P,high
PT,EA,Roller Table,Air Dried,8+2,K_P7_4,K,P7,4,K4,3.94,46.02,31.44,22.54,0.78,0.72,0.06,0.2,2.29,0.19,2.1,P,high
PT,EA,Roller Table,Air Dried,8+2,K_P7_5,K,P7,5,K5,3.66,46.02,31.44,22.54,0.62,0.56,0.06,0.22,2.55,0.17,2.38,P,high
PT,EA,Roller Table,Air Dried,8+2,L_P7_1,L,P7,1,L1,5.39,47.49,29.58,22.93,1.35,1.34,0.01,0.22,3.13,0.48,2.65,P,high
PT,EA,Roller Table,Air Dried,8+2,L_P7_2,L,P7,2,L2,4.78,47.49,29.58,22.93,0.52,0.47,0.04,0.18,2.49,0.47,2.02,P,high
PT,EA,Roller Table,Air Dried,8+2,L_P7_3,L,P7,3,L3,3.7,47.49,29.58,22.93,0.85,0.71,0.14,0.23,3.19,0.43,2.76,P,high
PT,EA,Roller Table,Air Dried,8+2,L_P7_4,L,P7,4,L4,3.98,47.49,29.58,22.93,0.72,0.71,0.01,0.22,3.06,0.52,2.54,P,high
PT,EA,Roller Table,Air Dried,8+2,L_P7_5,L,P7,5,L5,4.53,47.49,29.58,22.93,1.71,1.67,0.04,0.23,3.16,0.41,2.75,P,high
FTIR,FTIR,Finer Roller Table,105,8+2,A_P8_1,A,P8,1,A1,6.45,30.33,35.91,33.76,1.37,1.21,0.16,0.3,4.71,0.79,3.83,P,high
FTIR,FTIR,Finer Roller Table,105,8+2,A_P8_2,A,P8,2,A2,7.87,30.33,35.91,33.76,0.99,0.82,0.17,0.34,4.67,0.86,3.66,P,high
FTIR,FTIR,Finer Roller Table,105,8+2,A_P8_3,A,P8,3,A3,7.84,30.33,35.91,33.76,1.68,1.49,0.19,0.33,4.66,0.82,3.75,P,high
FTIR,FTIR,Finer Roller Table,105,8+2,A_P8_4,A,P8,4,A4,7.38,30.33,35.91,33.76,1.65,1.4,0.25,0.32,4.76,0.83,3.81,P,high
FTIR,FTIR,Finer Roller Table,105,8+2,A_P8_5,A,P8,5,A5,6.14,30.33,35.91,33.76,1.05,0.73,0.32,0.3,4.46,0.85,3.57,P,high
FTIR,FTIR,Finer Roller Table,105,8+2,B_P8_1,B,P8,1,B1,13.37,19.59,45.1,35.31,0.56,0.16,0.4,0.28,3,0.69,2.34,P,high
FTIR,FTIR,Finer Roller Table,105,8+2,B_P8_2,B,P8,2,B2,10.69,19.59,45.1,35.31,1,0.69,0.31,0.22,2.64,0.69,1.92,P,high
FTIR,FTIR,Finer Roller Table,105,8+2,B_P8_3,B,P8,3,B3,10.74,19.59,45.1,35.31,0.42,0.13,0.29,0.3,3.1,0.61,2.58,P,high
FTIR,FTIR,Finer Roller Table,105,8+2,B_P8_4,B,P8,4,B4,7.46,19.59,45.1,35.31,1.03,0.56,0.47,0.23,2.46,0.7,1.78,P,high
FTIR,FTIR,Finer Roller Table,105,8+2,B_P8_5,B,P8,5,B5,10.89,19.59,45.1,35.31,0.26,0,0.26,0.25,2.82,0.66,2.2,P,high
FTIR,FTIR,Finer Roller Table,105,8+2,C_P8_1,C,P8,1,C1,9.64,47.71,26.57,25.72,4.43,4.02,0.41,0.14,1.41,0,1.45, N,low
FTIR,FTIR,Finer Roller Table,105,8+2,C_P8_2,C,P8,2,C2,8.4,47.71,26.57,25.72,5.09,4.89,0.2,0.14,1.5,0,1.57, N,low
FTIR,FTIR,Finer Roller Table,105,8+2,C_P8_3,C,P8,3,C3,6.85,47.71,26.57,25.72,3.89,3.59,0.3,0.15,1.24,0,1.29, N,low
FTIR,FTIR,Finer Roller Table,105,8+2,C_P8_4,C,P8,4,C4,8.69,47.71,26.57,25.72,7.33,6.91,0.43,0.14,1.32,0,1.34, N,low
FTIR,FTIR,Finer Roller Table,105,8+2,C_P8_5,C,P8,5,C5,11.22,47.71,26.57,25.72,4.42,4.22,0.2,0.12,1.17,0,1.17, N,low
FTIR,FTIR,Finer Roller Table,105,8+2,D_P8_1,D,P8,1,D1,3.73,43.91,27.91,28.18,0.09,0.04,0.05,0.1,1.76,0.93,0.46,P,low
FTIR,FTIR,Finer Roller Table,105,8+2,D_P8_2,D,P8,2,D2,3.75,43.91,27.91,28.18,0.19,0.12,0.07,0.11,1.88,0.95,0.45,P,low
FTIR,FTIR,Finer Roller Table,105,8+2,D_P8_3,D,P8,3,D3,3.98,43.91,27.91,28.18,0.06,0.04,0.02,0.11,1.62,0.79,0.43,P,low
FTIR,FTIR,Finer Roller Table,105,8+2,D_P8_4,D,P8,4,D4,4.29,43.91,27.91,28.18,0.17,0.14,0.04,0.14,1.87,0.97,0.52,P,low
FTIR,FTIR,Finer Roller Table,105,8+2,D_P8_5,D,P8,5,D5,3.92,43.91,27.91,28.18,0.32,0.29,0.03,0.11,1.77,0.92,0.52,P,low
FTIR,FTIR,Finer Roller Table,105,8+2,E_P8_1,E,P8,1,E1,5.89,23.8,65.96,10.24,1,0.68,0.32,0.11,0.72,0,0.66, N,low
FTIR,FTIR,Finer Roller Table,105,8+2,E_P8_2,E,P8,2,E2,3.97,23.8,65.96,10.24,0.39,0.02,0.37,0.12,0.77,0,0.7, N,low
FTIR,FTIR,Finer Roller Table,105,8+2,E_P8_3,E,P8,3,E3,5.08,23.8,65.96,10.24,0.18,0,0.18,0.12,0.66,0,0.63, N,low
FTIR,FTIR,Finer Roller Table,105,8+2,E_P8_4,E,P8,4,E4,4.6,23.8,65.96,10.24,0.14,0,0.14,0.12,0.76,0,0.63, N,low
FTIR,FTIR,Finer Roller Table,105,8+2,E_P8_5,E,P8,5,E5,6.51,23.8,65.96,10.24,0.24,0,0.24,0.12,0.86,0,0.73, N,low
FTIR,FTIR,Finer Roller Table,105,8+2,F_P8_1,F,P8,1,F1,5.01,40.54,41.69,17.77,6.87,6.77,0.1,0.11,0.77,0,0.6, N,low
FTIR,FTIR,Finer Roller Table,105,8+2,F_P8_2,F,P8,2,F2,6.61,40.54,41.69,17.77,3.76,3.57,0.19,0.11,0.79,0,0.62, N,low
FTIR,FTIR,Finer Roller Table,105,8+2,F_P8_3,F,P8,3,F3,6.8,40.54,41.69,17.77,3.37,3.18,0.19,0.13,0.69,0,0.56, N,low
FTIR,FTIR,Finer Roller Table,105,8+2,F_P8_4,F,P8,4,F4,5.61,40.54,41.69,17.77,3.8,3.69,0.11,0.12,0.62,0,0.48, N,low
FTIR,FTIR,Finer Roller Table,105,8+2,F_P8_5,F,P8,5,F5,5.38,40.54,41.69,17.77,3.44,3.27,0.16,0.12,0.76,0,0.62, N,low
FTIR,FTIR,Finer Roller Table,105,8+2,G_P8_1,G,P8,1,G1,8,54.26,16.54,29.2,1.45,1.06,0.39,0.14,1.22,0,1.32, N,low
FTIR,FTIR,Finer Roller Table,105,8+2,G_P8_2,G,P8,2,G2,7.38,54.26,16.54,29.2,1.35,1.03,0.32,0.13,1.16,0,1.26, N,low
FTIR,FTIR,Finer Roller Table,105,8+2,G_P8_3,G,P8,3,G3,7.23,54.26,16.54,29.2,1.27,0.77,0.5,0.13,1.17,0,1.29, N,low
FTIR,FTIR,Finer Roller Table,105,8+2,G_P8_4,G,P8,4,G4,5.64,54.26,16.54,29.2,1.11,0.79,0.32,0.13,1.17,0,1.24, N,low
FTIR,FTIR,Finer Roller Table,105,8+2,G_P8_5,G,P8,5,G5,7.97,54.26,16.54,29.2,0.97,0.6,0.37,0.16,1.31,0,1.43, N,low
FTIR,FTIR,Finer Roller Table,105,8+2,H_P8_1,H,P8,1,H1,12.77,25.45,54.51,20.04,9.88,9.01,0.88,0.24,7.73,4.57,2.81,P,high
FTIR,FTIR,Finer Roller Table,105,8+2,H_P8_2,H,P8,2,H2,13.33,25.45,54.51,20.04,13.51,12.58,0.93,0.26,7.37,4.61,2.59,P,high
FTIR,FTIR,Finer Roller Table,105,8+2,H_P8_3,H,P8,3,H3,11.06,25.45,54.51,20.04,13.6,12.63,0.96,0.25,7.57,4.62,2.56,P,high
FTIR,FTIR,Finer Roller Table,105,8+2,H_P8_4,H,P8,4,H4,11.84,25.45,54.51,20.04,14.8,13.69,1.1,0.23,7.47,4.65,2.76,P,high
FTIR,FTIR,Finer Roller Table,105,8+2,H_P8_5,H,P8,5,H5,13.08,25.45,54.51,20.04,13.26,12.19,1.07,0.23,7.41,4.49,2.68,P,high
FTIR,FTIR,Finer Roller Table,105,8+2,I_P8_1,I,P8,1,I1,4,31.66,45.67,22.67,0.08,0,0.08,0.14,1.69,0,1.64,N,low
FTIR,FTIR,Finer Roller Table,105,8+2,I_P8_2,I,P8,2,I2,4.3,31.66,45.67,22.67,0.2,0,0.2,0.14,1.63,0,1.55,N,low
FTIR,FTIR,Finer Roller Table,105,8+2,I_P8_3,I,P8,3,I3,4.33,31.66,45.67,22.67,0.11,0.06,0.05,0.14,1.59,0,1.58,N,low
FTIR,FTIR,Finer Roller Table,105,8+2,I_P8_4,I,P8,4,I4,4.32,31.66,45.67,22.67,0.28,0.08,0.19,0.14,1.43,0,1.42,N,low
