SOC_Q,TC_Q,Grind,Temp ,Sieve,ID,Site,Procedure,Replicate,RepID,Time,pct_sand,pct_silt,pct_clay,pct_coarse,pct_rock,pct_plant,pct_N,pct_TC ,pct_SIC ,pct_SOC,Fizz ,C_conc
FTIR,FTIR,Finer Roller Table,105,8+2,I_P8_5,I,P8,5,I5,4.32,31.66,45.67,22.67,0.06,0,0.06,0.12,1.37,0,1.37,N,low
FTIR,FTIR,Finer Roller Table,105,8+2,J_P8_1,J,P8,1,J1,7.71,5.12,59.04,35.84,0.12,0.07,0.05,0.29,3.42,0,3.1,N,high
FTIR,FTIR,Finer Roller Table,105,8+2,J_P8_2,J,P8,2,J2,5.46,5.12,59.04,35.84,0.3,0.23,0.06,0.32,3.74,0,3.42,N,high
FTIR,FTIR,Finer Roller Table,105,8+2,J_P8_3,J,P8,3,J3,7.79,5.12,59.04,35.84,0.06,0.03,0.03,0.3,3.6,0,3.31,N,high
FTIR,FTIR,Finer Roller Table,105,8+2,J_P8_4,J,P8,4,J4,8.02,5.12,59.04,35.84,0.03,0,0.03,0.31,3.59,0,3.31,N,high
FTIR,FTIR,Finer Roller Table,105,8+2,J_P8_5,J,P8,5,J5,6.38,5.12,59.04,35.84,0.03,0,0.03,0.27,3.5,0,3.26,N,high
FTIR,FTIR,Finer Roller Table,105,8+2,K_P8_1,K,P8,1,K1,3.99,46.02,31.44,22.54,0.46,0.4,0.06,0.21,2.25,0.16,2.03,P,high
FTIR,FTIR,Finer Roller Table,105,8+2,K_P8_2,K,P8,2,K2,3.66,46.02,31.44,22.54,0.66,0.62,0.03,0.22,2.87,0.18,2.56,P,high
FTIR,FTIR,Finer Roller Table,105,8+2,K_P8_3,K,P8,3,K3,3.94,46.02,31.44,22.54,3.39,3.38,0,0.21,2.96,0.1,2.65,P,high
FTIR,FTIR,Finer Roller Table,105,8+2,K_P8_4,K,P8,4,K4,3.94,46.02,31.44,22.54,0.78,0.72,0.06,0.2,2.82,0.17,2.51,P,high
FTIR,FTIR,Finer Roller Table,105,8+2,K_P8_5,K,P8,5,K5,3.66,46.02,31.44,22.54,0.62,0.56,0.06,0.23,2.99,0.23,2.63,P,high
FTIR,FTIR,Finer Roller Table,105,8+2,L_P8_1,L,P8,1,L1,5.39,47.49,29.58,22.93,1.35,1.34,0.01,0.21,4.14,0.67,3.1172,P,high
FTIR,FTIR,Finer Roller Table,105,8+2,L_P8_2,L,P8,2,L2,4.78,47.49,29.58,22.93,0.52,0.47,0.04,0.19,4.01,0.82,3.06,P,high
FTIR,FTIR,Finer Roller Table,105,8+2,L_P8_3,L,P8,3,L3,3.7,47.49,29.58,22.93,0.85,0.71,0.14,0.25,3.68,0.73,2.88,P,high
FTIR,FTIR,Finer Roller Table,105,8+2,L_P8_4,L,P8,4,L4,3.98,47.49,29.58,22.93,0.72,0.71,0.01,0.24,3.95,0.77,3.09,P,high
FTIR,FTIR,Finer Roller Table,105,8+2,L_P8_5,L,P8,5,L5,4.53,47.49,29.58,22.93,1.71,1.67,0.04,0.2,3.55,0.72,2.72,P,high
AF,EA,Roller Table,105,8+2,A_P9_1,A,P9,1,A1,6.45,30.33,35.91,33.76,1.37,1.21,0.16,0.35,3.93,0.35,3.58,P,high
AF,EA,Roller Table,105,8+2,A_P9_2,A,P9,2,A2,7.87,30.33,35.91,33.76,0.99,0.82,0.17,0.5,4.61,0.83,3.78,P,high
AF,EA,Roller Table,105,8+2,A_P9_3,A,P9,3,A3,7.84,30.33,35.91,33.76,1.68,1.49,0.19,0.49,4.52,0.59,3.93,P,high
AF,EA,Roller Table,105,8+2,A_P9_4,A,P9,4,A4,7.38,30.33,35.91,33.76,1.65,1.4,0.25,0.36,4,0.6,3.4,P,high
AF,EA,Roller Table,105,8+2,A_P9_5,A,P9,5,A5,6.14,30.33,35.91,33.76,1.05,0.73,0.32,0.5,4.24,0.6,3.64,P,high
AF,EA,Roller Table,105,8+2,B_P9_1,B,P9,1,B1,13.37,19.59,45.1,35.31,0.56,0.16,0.4,0.46,3.38,0.67,2.71,P,high
AF,EA,Roller Table,105,8+2,B_P9_2,B,P9,2,B2,10.69,19.59,45.1,35.31,1,0.69,0.31,0.37,2.75,0.53,2.22,P,high
AF,EA,Roller Table,105,8+2,B_P9_3,B,P9,3,B3,10.74,19.59,45.1,35.31,0.42,0.13,0.29,0.45,3.5,0.51,2.99,P,high
AF,EA,Roller Table,105,8+2,B_P9_4,B,P9,4,B4,7.46,19.59,45.1,35.31,1.03,0.56,0.47,0.41,2.73,0.58,2.15,P,high
AF,EA,Roller Table,105,8+2,B_P9_5,B,P9,5,B5,10.89,19.59,45.1,35.31,0.26,0,0.26,0.51,3.21,0.39,2.82,P,high
AF,EA,Roller Table,105,8+2,C_P9_1,C,P9,1,C1,9.64,47.71,26.57,25.72,4.43,4.02,0.41,0.19,1.37,0,1.39, N,low
AF,EA,Roller Table,105,8+2,C_P9_2,C,P9,2,C2,8.4,47.71,26.57,25.72,5.09,4.89,0.2,0.2,1.35,0,1.4, N,low
AF,EA,Roller Table,105,8+2,C_P9_3,C,P9,3,C3,6.85,47.71,26.57,25.72,3.89,3.59,0.3,0.15,1.37,0,1.29, N,low
AF,EA,Roller Table,105,8+2,C_P9_4,C,P9,4,C4,8.69,47.71,26.57,25.72,7.33,6.91,0.43,0.14,1.27,0,1.09, N,low
AF,EA,Roller Table,105,8+2,C_P9_5,C,P9,5,C5,11.22,47.71,26.57,25.72,4.42,4.22,0.2,0.18,1.17,0,1.33, N,low
AF,EA,Roller Table,105,8+2,D_P9_1,D,P9,1,D1,3.73,43.91,27.91,28.18,0.09,0.04,0.05,0.16,1.63,0.67,0.96,P,low
AF,EA,Roller Table,105,8+2,D_P9_2,D,P9,2,D2,3.75,43.91,27.91,28.18,0.19,0.12,0.07,0.17,1.69,0.79,0.9,P,low
AF,EA,Roller Table,105,8+2,D_P9_3,D,P9,3,D3,3.98,43.91,27.91,28.18,0.06,0.04,0.02,0.16,1.69,0.77,0.92,P,low
AF,EA,Roller Table,105,8+2,D_P9_4,D,P9,4,D4,4.29,43.91,27.91,28.18,0.17,0.14,0.04,0.16,1.78,0.83,0.95,P,low
AF,EA,Roller Table,105,8+2,D_P9_5,D,P9,5,D5,3.92,43.91,27.91,28.18,0.32,0.29,0.03,0.11,1.73,0.74,0.99,P,low
AF,EA,Roller Table,105,8+2,E_P9_1,E,P9,1,E1,5.89,23.8,65.96,10.24,1,0.68,0.32,0.15,1.06,0,1.05, N,low
AF,EA,Roller Table,105,8+2,E_P9_2,E,P9,2,E2,3.97,23.8,65.96,10.24,0.39,0.02,0.37,0.18,1.18,0,1.15, N,low
AF,EA,Roller Table,105,8+2,E_P9_3,E,P9,3,E3,5.08,23.8,65.96,10.24,0.18,0,0.18,0.16,1.09,0,1.07, N,low
AF,EA,Roller Table,105,8+2,E_P9_4,E,P9,4,E4,4.6,23.8,65.96,10.24,0.14,0,0.14,0.16,1.08,0,1.05, N,low
AF,EA,Roller Table,105,8+2,E_P9_5,E,P9,5,E5,6.51,23.8,65.96,10.24,0.24,0,0.24,0.16,1.11,0,1.13, N,low
AF,EA,Roller Table,105,8+2,F_P9_1,F,P9,1,F1,5.01,40.54,41.69,17.77,6.87,6.77,0.1,0.11,1.06,0,1.12, N,low
AF,EA,Roller Table,105,8+2,F_P9_2,F,P9,2,F2,6.61,40.54,41.69,17.77,3.76,3.57,0.19,0.11,1.01,0,1.11, N,low
AF,EA,Roller Table,105,8+2,F_P9_3,F,P9,3,F3,6.8,40.54,41.69,17.77,3.37,3.18,0.19,0.17,1.13,0,1.08, N,low
AF,EA,Roller Table,105,8+2,F_P9_4,F,P9,4,F4,5.61,40.54,41.69,17.77,3.8,3.69,0.11,0.14,1.04,0,0.95, N,low
AF,EA,Roller Table,105,8+2,F_P9_5,F,P9,5,F5,5.38,40.54,41.69,17.77,3.44,3.27,0.16,0.17,1.09,0,1.03, N,low
AF,EA,Roller Table,105,8+2,G_P9_1,G,P9,1,G1,8,54.26,16.54,29.2,1.45,1.06,0.39,0.14,1.37,0,1.49, N,low
AF,EA,Roller Table,105,8+2,G_P9_2,G,P9,2,G2,7.38,54.26,16.54,29.2,1.35,1.03,0.32,0.18,1.33,0,1.27, N,low
AF,EA,Roller Table,105,8+2,G_P9_3,G,P9,3,G3,7.23,54.26,16.54,29.2,1.27,0.77,0.5,0.16,1.38,0,1.35, N,low
AF,EA,Roller Table,105,8+2,G_P9_4,G,P9,4,G4,5.64,54.26,16.54,29.2,1.11,0.79,0.32,0.17,1.3,0,1.32, N,low
AF,EA,Roller Table,105,8+2,G_P9_5,G,P9,5,G5,7.97,54.26,16.54,29.2,0.97,0.6,0.37,0.2,1.52,0,1.48, N,low
AF,EA,Roller Table,105,8+2,H_P9_1,H,P9,1,H1,12.77,25.45,54.51,20.04,9.88,9.01,0.88,0.43,7.27,4.32,2.95,P,high
AF,EA,Roller Table,105,8+2,H_P9_2,H,P9,2,H2,13.33,25.45,54.51,20.04,13.51,12.58,0.93,0.45,7.17,4.1,3.07,P,high
AF,EA,Roller Table,105,8+2,H_P9_3,H,P9,3,H3,11.06,25.45,54.51,20.04,13.6,12.63,0.96,0.43,7.18,4.27,2.91,P,high
AF,EA,Roller Table,105,8+2,H_P9_4,H,P9,4,H4,11.84,25.45,54.51,20.04,14.8,13.69,1.1,0.45,7.19,4.2,2.99,P,high
AF,EA,Roller Table,105,8+2,H_P9_5,H,P9,5,H5,13.08,25.45,54.51,20.04,13.26,12.19,1.07,0.36,7.22,4.28,2.94,P,high
AF,EA,Roller Table,105,8+2,I_P9_1,I,P9,1,I1,4,31.66,45.67,22.67,0.08,0,0.08,0.18,1.55,0,1.48,N,low
AF,EA,Roller Table,105,8+2,I_P9_2,I,P9,2,I2,4.3,31.66,45.67,22.67,0.2,0,0.2,0.17,1.43,0,1.33,N,low
AF,EA,Roller Table,105,8+2,I_P9_3,I,P9,3,I3,4.33,31.66,45.67,22.67,0.11,0.06,0.05,0.17,1.37,0,1.39,N,low
AF,EA,Roller Table,105,8+2,I_P9_4,I,P9,4,I4,4.32,31.66,45.67,22.67,0.28,0.08,0.19,0.16,1.41,0,1.31,N,low
AF,EA,Roller Table,105,8+2,I_P9_5,I,P9,5,I5,4.32,31.66,45.67,22.67,0.06,0,0.06,0.17,1.27,0,1.38,N,low
AF,EA,Roller Table,105,8+2,J_P9_1,J,P9,1,J1,7.71,5.12,59.04,35.84,0.12,0.07,0.05,0.37,3.13,0,3.19,N,high
AF,EA,Roller Table,105,8+2,J_P9_2,J,P9,2,J2,5.46,5.12,59.04,35.84,0.3,0.23,0.06,0.45,3.53,0,3.33,N,high
AF,EA,Roller Table,105,8+2,J_P9_3,J,P9,3,J3,7.79,5.12,59.04,35.84,0.06,0.03,0.03,0.41,3.35,0,3.33,N,high
AF,EA,Roller Table,105,8+2,J_P9_4,J,P9,4,J4,8.02,5.12,59.04,35.84,0.03,0,0.03,0.41,3.31,0,3.36,N,high
AF,EA,Roller Table,105,8+2,J_P9_5,J,P9,5,J5,6.38,5.12,59.04,35.84,0.03,0,0.03,0.36,3.16,0,3.13,N,high
AF,EA,Roller Table,105,8+2,K_P9_1,K,P9,1,K1,3.99,46.02,31.44,22.54,0.46,0.4,0.06,0.22,2.23,0.3,1.93,P,high
AF,EA,Roller Table,105,8+2,K_P9_2,K,P9,2,K2,3.66,46.02,31.44,22.54,0.66,0.62,0.03,0.39,2.62,0.48,2.14,P,high
AF,EA,Roller Table,105,8+2,K_P9_3,K,P9,3,K3,3.94,46.02,31.44,22.54,3.39,3.38,0,0.45,2.51,0.08,2.43,P,high
AF,EA,Roller Table,105,8+2,K_P9_4,K,P9,4,K4,3.94,46.02,31.44,22.54,0.78,0.72,0.06,0.24,2.43,0.32,2.11,P,high
AF,EA,Roller Table,105,8+2,K_P9_5,K,P9,5,K5,3.66,46.02,31.44,22.54,0.62,0.56,0.06,0.32,2.73,0.27,2.46,P,high
AF,EA,Roller Table,105,8+2,L_P9_1,L,P9,1,L1,5.39,47.49,29.58,22.93,1.35,1.34,0.01,0.39,2.83,0.33,2.5,P,high
AF,EA,Roller Table,105,8+2,L_P9_2,L,P9,2,L2,4.78,47.49,29.58,22.93,0.52,0.47,0.04,0.35,2.62,0.12,2.5,P,high
AF,EA,Roller Table,105,8+2,L_P9_3,L,P9,3,L3,3.7,47.49,29.58,22.93,0.85,0.71,0.14,0.46,3.33,0.16,3.17,P,high
AF,EA,Roller Table,105,8+2,L_P9_4,L,P9,4,L4,3.98,47.49,29.58,22.93,0.72,0.71,0.01,0.45,3.2,0.74,2.46,P,high
AF,EA,Roller Table,105,8+2,L_P9_5,L,P9,5,L5,4.53,47.49,29.58,22.93,1.71,1.67,0.04,0.45,2.93,0.35,2.58,P,high
LOI,EA,None,105,8+2,A_P10_1,A,P10,1,A1,6.45,30.33,35.91,33.76,1.37,1.21,0.16,0.3,,,3.56,P,high
LOI,EA,None,105,8+2,A_P10_2,A,P10,2,A2,7.87,30.33,35.91,33.76,0.99,0.82,0.17,0.34,,,3.16,P,high
LOI,EA,None,105,8+2,A_P10_3,A,P10,3,A3,7.84,30.33,35.91,33.76,1.68,1.49,0.19,0.33,,,3.14,P,high
LOI,EA,None,105,8+2,A_P10_4,A,P10,4,A4,7.38,30.33,35.91,33.76,1.65,1.4,0.25,0.32,,,3.52,P,high
LOI,EA,None,105,8+2,A_P10_5,A,P10,5,A5,6.14,30.33,35.91,33.76,1.05,0.73,0.32,0.3,,,3.42,P,high
LOI,EA,None,105,8+2,B_P10_1,B,P10,1,B1,13.37,19.59,45.1,35.31,0.56,0.16,0.4,0.28,,,2.69,P,high
LOI,EA,None,105,8+2,B_P10_2,B,P10,2,B2,10.69,19.59,45.1,35.31,1,0.69,0.31,0.22,,,2.48,P,high
LOI,EA,None,105,8+2,B_P10_3,B,P10,3,B3,10.74,19.59,45.1,35.31,0.42,0.13,0.29,0.3,,,2.95,P,high
LOI,EA,None,105,8+2,B_P10_4,B,P10,4,B4,7.46,19.59,45.1,35.31,1.03,0.56,0.47,0.23,,,2.17,P,high
LOI,EA,None,105,8+2,B_P10_5,B,P10,5,B5,10.89,19.59,45.1,35.31,0.26,0,0.26,0.25,,,2.63,P,high
LOI,EA,None,105,8+2,C_P10_1,C,P10,1,C1,9.64,47.71,26.57,25.72,4.43,4.02,0.41,0.14,1.37,,1.37, N,low
LOI,EA,None,105,8+2,C_P10_2,C,P10,2,C2,8.4,47.71,26.57,25.72,5.09,4.89,0.2,0.14,1.43,,1.43, N,low
LOI,EA,None,105,8+2,C_P10_3,C,P10,3,C3,6.85,47.71,26.57,25.72,3.89,3.59,0.3,0.15,1.48,,1.48, N,low
LOI,EA,None,105,8+2,C_P10_4,C,P10,4,C4,8.69,47.71,26.57,25.72,7.33,6.91,0.43,0.14,1.53,,1.53, N,low
LOI,EA,None,105,8+2,C_P10_5,C,P10,5,C5,11.22,47.71,26.57,25.72,4.42,4.22,0.2,0.12,1.46,,1.46, N,low
LOI,EA,None,105,8+2,D_P10_1,D,P10,1,D1,3.73,43.91,27.91,28.18,0.09,0.04,0.05,0.1,,,1.12,P,low
LOI,EA,None,105,8+2,D_P10_2,D,P10,2,D2,3.75,43.91,27.91,28.18,0.19,0.12,0.07,0.11,,,1.08,P,low
LOI,EA,None,105,8+2,D_P10_3,D,P10,3,D3,3.98,43.91,27.91,28.18,0.06,0.04,0.02,0.11,,,1.08,P,low
LOI,EA,None,105,8+2,D_P10_4,D,P10,4,D4,4.29,43.91,27.91,28.18,0.17,0.14,0.04,0.14,,,1.1,P,low
LOI,EA,None,105,8+2,D_P10_5,D,P10,5,D5,3.92,43.91,27.91,28.18,0.32,0.29,0.03,0.11,,,1.06,P,low
LOI,EA,None,105,8+2,E_P10_1,E,P10,1,E1,5.89,23.8,65.96,10.24,1,0.68,0.32,0.11,1.3,,1.3, N,low
LOI,EA,None,105,8+2,E_P10_2,E,P10,2,E2,3.97,23.8,65.96,10.24,0.39,0.02,0.37,0.12,1.34,,1.34, N,low
LOI,EA,None,105,8+2,E_P10_3,E,P10,3,E3,5.08,23.8,65.96,10.24,0.18,0,0.18,0.12,1.22,,1.22, N,low
LOI,EA,None,105,8+2,E_P10_4,E,P10,4,E4,4.6,23.8,65.96,10.24,0.14,0,0.14,0.12,1.24,,1.24, N,low
LOI,EA,None,105,8+2,E_P10_5,E,P10,5,E5,6.51,23.8,65.96,10.24,0.24,0,0.24,0.12,1.29,,1.29, N,low
LOI,EA,None,105,8+2,F_P10_1,F,P10,1,F1,5.01,40.54,41.69,17.77,6.87,6.77,0.1,0.11,1.07,,1.07, N,low
LOI,EA,None,105,8+2,F_P10_2,F,P10,2,F2,6.61,40.54,41.69,17.77,3.76,3.57,0.19,0.11,1.12,,1.12, N,low
LOI,EA,None,105,8+2,F_P10_3,F,P10,3,F3,6.8,40.54,41.69,17.77,3.37,3.18,0.19,0.13,1.07,,1.07, N,low
LOI,EA,None,105,8+2,F_P10_4,F,P10,4,F4,5.61,40.54,41.69,17.77,3.8,3.69,0.11,0.12,1.03,,1.03, N,low
LOI,EA,None,105,8+2,F_P10_5,F,P10,5,F5,5.38,40.54,41.69,17.77,3.44,3.27,0.16,0.12,0.97,,0.97, N,low
LOI,EA,None,105,8+2,G_P10_1,G,P10,1,G1,8,54.26,16.54,29.2,1.45,1.06,0.39,0.14,1.21,,1.21, N,low
LOI,EA,None,105,8+2,G_P10_2,G,P10,2,G2,7.38,54.26,16.54,29.2,1.35,1.03,0.32,0.13,1.24,,1.24, N,low
LOI,EA,None,105,8+2,G_P10_3,G,P10,3,G3,7.23,54.26,16.54,29.2,1.27,0.77,0.5,0.13,1.2,,1.2, N,low
LOI,EA,None,105,8+2,G_P10_4,G,P10,4,G4,5.64,54.26,16.54,29.2,1.11,0.79,0.32,0.13,1.33,,1.33, N,low
LOI,EA,None,105,8+2,G_P10_5,G,P10,5,G5,7.97,54.26,16.54,29.2,0.97,0.6,0.37,0.16,1.29,,1.29, N,low
LOI,EA,None,105,8+2,H_P10_1,H,P10,1,H1,12.77,25.45,54.51,20.04,9.88,9.01,0.88,0.24,,,2.72,P,high
LOI,EA,None,105,8+2,H_P10_2,H,P10,2,H2,13.33,25.45,54.51,20.04,13.51,12.58,0.93,0.26,,,2.62,P,high
LOI,EA,None,105,8+2,H_P10_3,H,P10,3,H3,11.06,25.45,54.51,20.04,13.6,12.63,0.96,0.25,,,2.81,P,high
LOI,EA,None,105,8+2,H_P10_4,H,P10,4,H4,11.84,25.45,54.51,20.04,14.8,13.69,1.1,0.23,,,2.91,P,high
LOI,EA,None,105,8+2,H_P10_5,H,P10,5,H5,13.08,25.45,54.51,20.04,13.26,12.19,1.07,0.23,,,2.73,P,high
LOI,EA,None,105,8+2,I_P10_1,I,P10,1,I1,4,31.66,45.67,22.67,0.08,0,0.08,0.14,1.7,,1.7,N,low
LOI,EA,None,105,8+2,I_P10_2,I,P10,2,I2,4.3,31.66,45.67,22.67,0.2,0,0.2,0.14,1.6,,1.6,N,low
LOI,EA,None,105,8+2,I_P10_3,I,P10,3,I3,4.33,31.66,45.67,22.67,0.11,0.06,0.05,0.14,1.59,,1.59,N,low
LOI,EA,None,105,8+2,I_P10_4,I,P10,4,I4,4.32,31.66,45.67,22.67,0.28,0.08,0.19,0.14,1.56,,1.56,N,low
LOI,EA,None,105,8+2,I_P10_5,I,P10,5,I5,4.32,31.66,45.67,22.67,0.06,0,0.06,0.12,1.58,,1.58,N,low
LOI,EA,None,105,8+2,J_P10_1,J,P10,1,J1,7.71,5.12,59.04,35.84,0.12,0.07,0.05,0.29,3.6,,3.6,N,high
LOI,EA,None,105,8+2,J_P10_2,J,P10,2,J2,5.46,5.12,59.04,35.84,0.3,0.23,0.06,0.32,3.79,,3.79,N,high
LOI,EA,None,105,8+2,J_P10_3,J,P10,3,J3,7.79,5.12,59.04,35.84,0.06,0.03,0.03,0.3,3.77,,3.77,N,high
LOI,EA,None,105,8+2,J_P10_4,J,P10,4,J4,8.02,5.12,59.04,35.84,0.03,0,0.03,0.31,3.78,,3.78,N,high
LOI,EA,None,105,8+2,J_P10_5,J,P10,5,J5,6.38,5.12,59.04,35.84,0.03,0,0.03,0.27,3.58,,3.58,N,high
LOI,EA,None,105,8+2,K_P10_1,K,P10,1,K1,3.99,46.02,31.44,22.54,0.46,0.4,0.06,0.21,,,2.25,P,high
LOI,EA,None,105,8+2,K_P10_2,K,P10,2,K2,3.66,46.02,31.44,22.54,0.66,0.62,0.03,0.22,,,1.89,P,high
LOI,EA,None,105,8+2,K_P10_3,K,P10,3,K3,3.94,46.02,31.44,22.54,3.39,3.38,0,0.21,,,1.7,P,high
LOI,EA,None,105,8+2,K_P10_4,K,P10,4,K4,3.94,46.02,31.44,22.54,0.78,0.72,0.06,0.2,,,1.72,P,high
LOI,EA,None,105,8+2,K_P10_5,K,P10,5,K5,3.66,46.02,31.44,22.54,0.62,0.56,0.06,0.23,,,1.86,P,high
LOI,EA,None,105,8+2,L_P10_1,L,P10,1,L1,5.39,47.49,29.58,22.93,1.35,1.34,0.01,0.21,,,1.85,P,high
LOI,EA,None,105,8+2,L_P10_2,L,P10,2,L2,4.78,47.49,29.58,22.93,0.52,0.47,0.04,0.19,,,1.81,P,high
LOI,EA,None,105,8+2,L_P10_3,L,P10,3,L3,3.7,47.49,29.58,22.93,0.85,0.71,0.14,0.25,,,1.9,P,high
LOI,EA,None,105,8+2,L_P10_4,L,P10,4,L4,3.98,47.49,29.58,22.93,0.72,0.71,0.01,0.24,,,2.09,P,high
LOI,EA,None,105,8+2,L_P10_5,L,P10,5,L5,4.53,47.49,29.58,22.93,1.71,1.67,0.04,0.2,,,2.06,P,high
